Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
...582...5.......3..2.1.4..6.5.2.9.4..9...6...1..9..3..4.....9...38.45..8.6...1.7,28,34,18,0,0,0,0,1,2,Expert,
..2.81.......7..1.7..2....6.4.3......56....9....9...3.5..6..2.9.21..4..........4.,23,36,18,5,0,1,1,4,4,Expert,
.41...68.8...56..49.6...5.7.8..2.....9.8.7.6.....4..5.3.8...1.67..96...8.19...74.,32,29,19,0,0,0,0,1,0,Expert,
.7.9.4..5......6....1..7.846....95..8..3.........4....4...9.2.6.3.........671..9.,24,42,14,0,1,4,1,1,0,Expert,
....8.5....8125...5..4.9.1..62...13.48.....52.75...98..4.6.3..5...8743....6.5....,32,46,2,0,0,4,0,1,0,Expert,
.....3...4.3.7....851..24...428...6..9......51....9.4.......8......173.2.1.5.....,25,46,7,5,1,2,0,3,16,Expert,
3..74....5..2...4...7..8..3..5...8..79....2....21.94........7...8..5..2......29..,24,27,29,0,0,1,0,1,0,Expert,
3.1..6...4...8..31...4....9..3..9..22.....74..5.7...9.9.5...3.8.....8..6..8....5.,26,41,11,5,0,1,1,3,2,Expert,
9..8.6..4..74.......5.7368.6.8....23..2...4..39....7.6.4123.8.......13..7..6.5..2,32,34,14,0,0,0,0,1,0,Expert,
5..2.7....2....16...15...........2...9.631.7...8...........64...15....9....8.4..3,23,42,15,0,0,0,0,1,0,Expert,
....3...2.....2.8..6.4..9.16..2.98...89.4....4..7.36...1.5..3.6.....1.5.....6...4,27,36,16,1,0,0,0,2,2,Expert,
.2..9....9..1...867..8.....1....8.7..9.743.2..7.6....3.....4..765...7..2....1..6.,27,36,16,0,0,0,1,2,10,Expert,
.26.4.8.5..4....9......72...59...6......31........5..92..3.6....4..2.5.3.6..7....,25,43,12,4,0,0,1,1,0,Expert,
..3..8.5..8.3..2...79.....3........235.6..7.....2.35.84....1...8..7..96.....4..2.,26,40,13,1,0,3,1,2,0,Expert,
3...49.......31.62.1.....94......71.5.......9.69......49.....8.27.65.......39...7,26,39,13,1,1,5,2,3,2,Expert,
..62351.....4.7....1.....4.3...2...5...6.3.....2...4..2.8.6.3.1.31...86..4.....7.,27,31,21,1,0,1,0,2,2,Expert,
631...5.4.4.3...687...4...3...4.2.3...2.6.8...1.8.9...9...5...112...3.7.5.3...986,33,44,3,1,0,1,0,1,0,Expert,
.3.42...74....3....71.....9.9......2..26.59..7......5.3.....18....3....55...48.3.,26,38,15,2,0,0,0,2,0,Expert,
....3..9..781.......59.2..85......64...4198..8......21..63.4..7.572.........7..1.,28,42,9,6,1,3,1,2,0,Expert,
...7......5..4312.39...1..4.8.49.................72.3.4..6...18.3625..4......4...,26,42,12,1,0,0,0,1,2,Expert,
2......5........8...6..4.......1..35...98...1..3...8.91....6..3.2.1...9..59.3.4..,24,38,18,5,0,1,0,1,2,Expert,
8...5...17.3...4...1.36....6...7.32...98......3....8.4....1...6...5.32......26.5.,26,45,9,2,0,3,0,1,6,Expert,
..98.7.35....12.....7....8..9.3..5...5..8.4...1.2..8....2....4.....29.....34.8.91,27,36,17,4,0,0,0,1,0,Expert,
5...6.....1..7..6......4...1..78.45..9......8.7...9..1.8...6..5....4.7...6.3...9.,24,43,13,3,0,0,0,1,2,Expert,
5..3.7...6.....17..7..62...31..5.4....4.31..528..4.7...3..89...7.....89.8..1.5...,30,46,4,0,0,0,0,1,0,Expert,
...8........13.57.4...2...1..6..13.7.5.....4.7.36..1..9...4...2.12.67........2...,26,30,22,0,0,0,0,3,2,Expert,
..83.94..............164....63...29..4.....1.5..986..47.......3..65.29..1.9.4.5.8,29,42,9,2,1,1,2,1,0,Expert,
52.3...97.....2...4..9.8.2..7.....4....5.......3...8.68....34..16....2.....6..9..,24,41,11,3,2,5,3,5,0,Expert,
6......31..2.1.7.5..754.8...9...3...2...9...4...2...5...9.315..8.1.7.2..53......7,29,34,14,1,0,2,0,4,6,Expert,
.63...92..2.....1.5.......73..978..5..95.28............3..2..5.6...8...3..76.14..,27,34,19,1,0,0,0,1,0,Expert,
...1..9...3.....2..5..738..92.5.1.3...1.9.5..56.2.4.1..9..123...1.....8....8..6..,29,44,7,0,0,2,0,1,0,Expert,
..1.4..5.2.......7...91..42.83.....4.....68...57.....9...87..267.......3..8.5..9.,26,50,4,0,0,3,0,1,0,Expert,
....3..9.47......2..54..6...42..7.5.....5.1.4.91..3.8...68..2..82......1....2..7.,27,41,12,3,0,0,0,1,2,Expert,
...569.....94.87......1.....7..8..3..2.....9..5.7.1.6..9.....7...1...2..5..273..1,26,40,13,0,1,4,2,2,6,Expert,
2.91....3..7...8..4....2....6..94..1.2..6..9.1..25..8....5....6..1...4..9....82.5,27,36,17,2,0,3,0,1,2,Expert,
5...7...1..71.36...1...5.7..94.1..5.1..5.6..9.2..3.71..4.7...6...84.15..2...8...7,32,45,3,0,0,1,0,1,0,Expert,
.3.2...9.1.....8.7..945..1........5........3.57..3...1.673....49.48.2......1.....,25,46,8,2,0,1,0,2,2,Expert,
2...3.....9.65........87..4.3...6.....6214..841......2....21.4.......89...1.....5,25,30,25,1,0,1,1,1,0,Expert,
2.3.4.87....8....2.8..5.3...1...9...4.9..5...3...2..1.....76..4..2.....5..7..8...,25,42,13,1,1,2,0,1,0,Expert,
..9.1...25.....6.........4..5..3.8...2.......8.6.5...16...713..4..6..1.....4.3.2.,24,37,18,2,0,2,1,2,2,Expert,
.....2..8.3...8.1..46.9..............8.6.7.2.....8.65.5.....9.472.......4....1.8.,23,42,15,3,2,7,2,1,2,Expert,
..8...937.....1....9.67...15....2...7...3...8...5....38...16.7....4.....673...1..,25,27,28,0,0,0,0,1,0,Expert,
.28........7.3.9.6.3...8.51..3.6.....9.2.1.7.....5.1..25.3...4.7.9.1.3........71.,28,37,12,0,0,2,0,4,12,Expert,
.8.1..39.7.3.9....9.....41...63..7..3..9.5....2.....6...8..61.......2...1.5...6..,25,36,18,2,0,1,1,2,4,Expert,
.72..16.........5....472..34...3..6...7....8....5....9.1.923...6.4...2.......6...,24,39,17,0,0,3,0,1,0,Expert,
.1..5.36.5.6.....48....4.1...1.7....7..4.3..1....2.9...5.8....71.....2.6.37.6..8.,28,45,6,0,1,3,1,2,2,Expert,
.1..4...8....23.4...47...62.......756.1...8.453.......16...49...9.15....2...7..1.,28,45,7,0,1,6,2,1,0,Expert,
.28...51.....7......3...7....4.9.1...356.784....3.4...8..7.2..1.978.163..........,28,46,6,1,2,4,1,1,2,Expert,
.....276.4....93..32......4...9..1.3.83.6.......2..6.895......18....65.......829.,27,36,16,1,1,3,1,2,2,Expert,
.6.5.8.2.4..2.9..3.2.....1..5.1.7.8.9.1.5.3.2.............3......29.46..8.......9,26,36,18,2,0,0,1,1,0,Expert,
...9...6.4...8...2...6.71....439.8..79...4..1..357.6.....8.32..5...2...8...7...4.,28,39,12,0,0,1,0,2,2,Expert,
...9..3.6..6.83.5.....4.2..91......46.8.1....32......5....7.9....3.25.7....4..5.2,27,46,7,2,0,1,0,1,0,Expert,
....38..7..2.7.6.3.9.2..8........3784.8...1.2713........4..2.6.2.1.9.4..8..41....,30,35,15,1,0,1,0,1,0,Expert,
.4...1..7...5......26.8..54...1.2.4..1..7.9.....4.5.7..64.5..89...6......7...8..2,27,35,18,1,0,2,0,1,0,Expert,
....3..7.8.9...1....5..6.3...4..3.9..2.5.8.6..9.1..5...1.3..6....7...8.3.6..2....,26,37,17,1,0,0,0,1,2,Expert,
3..6......897....1....2..3.9.21.3..4..45.92..7..2.69.5.4..6....5....237......7..2,30,36,14,1,0,0,1,1,0,Expert,
......4.3.2.3...1.81...4.9...45.7....68...14....1.86...3.4...78.8...1.6.9.6......,28,35,17,1,1,0,0,1,0,Expert,
1..6...8....841..7.3........1..6.4..35..9.1.8.2..3.7...4..........456..35..3...9.,27,36,17,5,0,2,2,1,2,Expert,
.......139..28....5..3..62...6....5...3..7..178........9.8...4.6.....1.5..5....9.,24,49,7,0,0,3,0,1,2,Expert,
.4........7.8....95.1.3.....6.5..4..8....2....3...49.66.....2...8...7.3.7..3.5..8,25,42,13,1,0,1,0,1,2,Expert,
.4...8.2..6.....495.....3..3..8.........9.1.3.2.....75....438..6.4........95..7..,24,48,8,0,1,4,1,1,2,Expert,
54.....326.......8.39...16...3.8.6....2...4.....916.....18.25......7......4.9.2..,26,37,17,1,0,0,0,1,2,Expert,
4...6...8...........63.41..1.3.8.7.9.89...35....2.9..............71.28...9..7..6.,25,40,15,3,1,3,0,1,0,Expert,
4......7.8...4...1..27.36...5........9...6..81..2...........8...4....5.67..8.92..,23,49,8,2,1,1,0,1,0,Expert,
.3...2......734......16.5...8.....54.......8.2...7.9..8..6...3..21...6...9..1...2,24,44,10,5,3,1,0,3,4,Expert,
1.8..2.59.32..........4...258.4..6....675....72.1..3......6...4.47......2.3..4.76,29,31,20,0,0,1,0,1,2,Expert,
....5.6..4.5..6...376..........8416...2....7.....7598.821......7.4..3.......6.4..,26,47,6,2,2,0,0,2,4,Expert,
.6..57....7..1..49..1..25..5.6.2....31.7.4.65....6.2.3..84..7..13..7..5....18..2.,32,33,14,0,0,1,0,2,4,Expert,
..1........2..8..7.3.....294......5..5.4.3...8.96.1........2.8.59..6...2.....9.35,25,44,11,0,1,0,0,1,0,Expert,
...7.9.....9.8.6....3.6.4...94.7.83.6.2...7.5.5.....6.3...1...4..........8.543.1.,27,47,6,0,0,2,0,1,6,Expert,
.9.2..5....8.5..3...3..9.7..8...2..746...7.9..1...........8...3.....691.6....3...,24,34,20,1,0,5,0,3,4,Expert,
..........3..8..5.5.6.7.8.11.52.83.7..........93...46...1...5....9.5.7..3..891..6,28,41,11,1,0,1,0,1,2,Expert,
7.......1...3.74..4.2..6...3.5.....2.76.4.5..9.4.....62.9..3......4.97..8.......9,26,45,9,0,0,1,0,1,0,Expert,
....4..9...6..32.15.1..2....3.7.....12......9..8.6...5........3...8..96...25..8..,24,42,11,0,2,3,1,4,12,Expert,
.....96.8.3.........52.7..9..74.2..11...8...49..7.18..5..8.62.........5.7.25.....,27,31,22,2,0,0,0,1,0,Expert,
.3...12....53...4.....92..33..6..9..4.9.1....6..9..8......89..5..47...2..8...46..,27,40,12,3,1,4,1,2,0,Expert,
63.4..1.......273.....8...6.5...8...9.8...215.6...4.......6...7.....752.87.9..4..,27,40,12,3,0,1,0,2,2,Expert,
.....496...316..5.2...873....9.714....5..3.9....2.....9......3...1...6..4.....7..,25,41,13,2,1,1,0,2,0,Expert,
67...1.4.4......1..3........62..743.9...3287.......5...17.8....2.69.........24...,26,44,10,0,2,3,0,1,0,Expert,
6.7...2.....3.2......4....734..6...9.79...8..12..8...5...2....4...6.9...9.5...6..,25,38,17,0,1,2,1,1,2,Expert,
.....8....9..7......7..3195..4...25.31..56.4...9...36...1..2789.7..3.........5...,27,41,12,6,1,0,1,1,6,Expert,
3.7.4.......1.642......8..9.58...3..61.....54..3...29.4..8......762.9.......5.9.8,28,41,10,1,1,1,0,2,2,Expert,
4..329..721.7.4.86..3...9..7.......5.4..8..7..6.1.7.4.....6.......8.2....5.....9.,27,45,7,4,0,1,0,2,4,Expert,
...659....5..4..8....7.1...98..1..721..2.3..8..3.9.6.....4.8....96...82.3.......5,28,46,6,0,0,0,0,1,2,Expert,
..3..67.1..........9.47...2.2.....8.136.....55.....2.3..71....4....57......39...6,25,46,9,5,0,0,1,1,2,Expert,
34..2.9......1..4..2.6....8..3....9.86.9.1.25.9....7..6....5.1..3..8......5.6..74,28,41,10,0,0,2,2,2,0,Expert,
..1.....38.2.5.4..6...4..5.....85.27...4.7...37.26.....5..3...8..4.9.5.11.....6..,28,37,15,1,0,0,0,1,0,Expert,
..52.41..4.1..3.....7.8..3..3....5.9..4..637.9.......6...3...8......1.........9.7,24,41,15,0,0,4,1,1,2,Expert,
86..1...33.4.62.85.......2...3.2.451.........516.4.2...8.......63.28.5.92...5..16,32,35,12,4,1,1,0,2,4,Expert,
..4..3.8...1..47.5...5..2...8..47.217.9.6.......8.2...4...3..........53...61.....,25,47,8,1,0,2,0,1,0,Expert,
5...8..37..2..1....3.......9....2.5661...7.4....4.9.1..5.9.4.........2....1....73,25,44,11,4,0,0,1,1,2,Expert,
.8.6...17......9......95.42..47....8.5.....9.8....23..52.91......3......16...4.2.,26,43,11,0,0,4,0,1,0,Expert,
9..463............4..2.8.3.15...29.3.9.....2.6.29...18.6.7.5..4............316..9,28,44,8,1,0,4,0,1,2,Expert,
3.8.........29...72...53.6.12.....8.45...8..6....7...9.....95.....74......3.....4,24,46,10,2,1,1,0,1,0,Expert,
.6..98.3....2......5.6.3..1..9...5.353.....42..6...9.8.1.3.9..5...1......8..67.2.,28,39,12,0,0,0,1,2,2,Expert,
....1....5...4.....3482..9...2.6..1........8...5..9.3.8.9.3.5...7....9.....4.8..6,24,40,16,0,0,0,0,1,2,Expert,
84.....7.2....59......1..35.......96..4.7.3..16.......53..2......15....3.2.....14,25,43,10,1,1,2,0,3,70,Expert,
......32..291.4........5....7.3.84......1..3...3..69...5.24.7....75...6...1.6..9.,26,47,7,1,0,0,0,1,2,Expert,
.9.....3...49637......8....6.......8.8.6.4.5...3.5.9...2.8.7.6..5.2.9.4.8.......9,27,34,19,1,0,0,0,1,0,Expert,
.4.7.6.8..2.8.1.5.3...2...9....7.......4.8....63...27...63.25...8.....2.2...4...8,27,28,21,1,0,2,2,5,4,Expert,
3.14..69..54.....7.92..3....1...8..5....7..4...73.......5.........2.7..1...6.9.3.,25,45,9,2,2,3,1,2,2,Expert,
.43.8...75...9..........8......721....8..1.....25....4....3.2.825.7..3.........1.,23,45,12,0,0,0,1,1,0,Expert,
..2..6.5.....9...77..2.8.....35.9.8.926.7..3...46.3.7.8..9.7.......5...6..5..2.9.,29,35,16,0,0,0,0,1,2,Expert,
43.5....2..9...7.5.1...2.9...2.6...7...2.1...8...9.4...2.9...7.3.8...2..7....8.49,28,36,16,0,1,2,0,1,0,Expert,
.19.6..73...3..5.....................738..46..6.47..95.5.619...4.1..3.8..3.......,26,39,15,3,1,3,1,1,2,Expert,
...5...862...68.....5.......7....6.......593.463.1....1...2.7.....7.982..5.......,24,46,10,1,0,1,0,1,2,Expert,
.59...24.8..5.2..97.6...5.8..8.6.1..41.....75....4.............6..8.4..2.8.3.7.9.,28,39,13,0,0,3,0,1,2,Expert,
9..76..2.13..9......4...5..2..67.9.......3...8.1...4.....43.2.8.5...97.......7..3,26,36,17,1,0,0,0,2,4,Expert,
...5.9.8..3.8..6.4..8.....3.9...5.2..6........4...3.1...5.....9.1.7..8.2...4.1.3.,25,37,18,0,0,0,0,1,0,Expert,
..37.6..8.8.5...9..6...9...61.....7...81..5..23.....4..2...5....9.3...2...16.2..4,27,38,15,1,0,1,0,1,2,Expert,
.2.5...9.3...4...5..98..3.....2.17.8.7.....6.5.89.6.....5..24..9...3...2.4...8.5.,28,39,13,2,0,0,1,1,2,Expert,
........6......43......1.78.694..7..73....8..5.8.6...9.2...7...4..13...53...96...,26,36,15,1,1,2,1,4,6,Expert,
.....8.6.698.....2..7.1....3..86..5..89..2...5..17..9...5.4....734.....1.....5.3.,27,41,12,4,0,3,1,1,2,Expert,
18......59.2..8......1...8.2.3.............42.5...39..89...1.3..6...5.......341.6,25,32,23,1,0,1,1,1,6,Expert,
9.......5..85241....7.3.2..27.....81...8.6..............2...5..5..6.7..88.3.5.4.7,27,29,24,0,0,0,0,1,0,Expert,
.23..15...9...21..1...9..2.65.1....4...48..3..3...78.....2....58........9..3..6..,26,40,14,0,1,4,1,1,0,Expert,
....2..9....96.....6.....82.7..34.....365.7...1.....4...28..5.68..5.....7......1.,24,38,16,5,3,0,2,3,4,Expert,
...7.23..58...6.....29.1...9..4..7......7...8.4.....5..1..9..3..27.....9....2.8.4,25,44,11,0,0,2,0,1,0,Expert,
.985..67.....74..24..8...........49.94.....57.51...........9..18..16.....69..274.,28,39,13,0,2,4,1,1,0,Expert,
.2.5.....9.4..8...8362..51...9...43.....9.....45...2...68..1942...6..8.1.....5.7.,29,34,17,3,0,0,0,1,2,Expert,
9.......2..7...4..12..5..63..43.89...91.7.35...........1.....3....9.7...4..581..6,27,40,13,1,1,0,0,1,2,Expert,
....3..4...57..962.6...9.....8.2...56.......49...5.8.....4...7.819..74...4..9....,26,38,16,1,1,0,1,1,0,Expert,
..9..6.5.53....62..6..7...39..6.4.....1.8.5.....7.1..84...6..7..25....16.1.9..3..,29,43,7,2,0,2,0,2,0,Expert,
....1.....6.....3...7..86.9..87......5..36987...1.5....71...4..2.....3.6.8...7...,25,35,19,1,0,4,1,2,4,Expert,
...5.4..1..5.6.....621..58.6.4....5....9..7..9.3....1..267..13...8.1.......4.5..2,28,44,8,2,0,2,1,1,2,Expert,
8............35..645.6...73.4.5....8..6.1.9..1....8.4.51...3.877..85............9,27,38,14,2,0,0,0,2,0,Expert,
.39.427..71.358...4...............95....9461........721........65.289....98.172..,30,41,9,3,0,2,0,1,0,Expert,
...3..67........1..3.27....2.1...5....9......5..82.....76...89.....4.2.......1.3.,22,42,16,4,1,2,0,1,6,Expert,
..9...6....24.7.93.8.3...7..2...4................32..8..1..3.6..95.1..4.8....6..7,25,34,20,2,0,0,0,2,2,Expert,
....43..7..5.........8..21..39..2.5.1......4..8.7..3....8....9.32.5......4...1...,23,47,9,0,1,2,1,2,64,Expert,
......45.....896...68...71.3...91....4.2.6....51...........8.32.....79...8.5.....,24,40,16,1,0,1,1,1,2,Expert,
..79......1...2.83.......5....47.....4.3.98.29.........9..4...1.21....6.5...6...8,24,49,7,0,1,0,0,1,0,Expert,
1....26.7....5..9..9.6....8....681..3..1.7..5..453....4....6.5..3..8....8.19....2,28,38,11,2,0,2,0,4,4,Expert,
2.1..8.5.....35.2..........3.......9...6...8....5..746..2.1...34..9..8...8...7.9.,24,41,14,1,0,0,1,2,2,Expert,
9...5...37..9.6..56.......2...8.9....75.3.69..9..6..1....594.....2...7...8.6.2.5.,28,29,22,0,0,2,1,2,8,Expert,
.2.1...47..15..26...4..7.9.3..9.1.......8.......6.4..1.5.2..4...12..35..96...5.2.,29,35,16,2,0,0,1,1,0,Expert,
.957.412.24.....69....2.....748.951..8.....3.....5....8...9...14.6.7.2.3.3.....5.,30,34,14,3,0,0,0,3,4,Expert,
18..5.6.9.5.4..8..67...........4...5...6..72...78..14..4.....575....9....96......,26,32,22,0,0,1,0,1,0,Expert,
...3...7.5.31.........45.2...4.8..12..26.43..35..7.8...2.43.........72.8.1...2...,28,28,24,0,0,0,0,1,6,Expert,
.9..16..........1...79.42....58.......91......3.6.7.4.......85..68...9........4.2,23,41,13,4,0,6,1,4,8,Expert,
4...8....7.59..........6.......7.....2...1.456..4....9......38..6...5.74..27.41..,24,42,14,2,0,0,0,1,2,Expert,
........2.6.....9595.7..1..........4.1....63.7.5...9...3.85.....76......841.36...,25,50,5,2,0,0,0,1,2,Expert,
.831....9......6.........41.9...3..4..7..5.2...4..6..3...4.1...4....9.18..2.6....,24,41,15,1,1,1,1,1,0,Expert,
7.8.6...2..2..57...6.....31.1..8....4..6.2..5....4..7.87.....9...43..1..9...1.2.6,28,36,16,0,0,0,0,1,2,Expert,
.5..4..3.....3.......9.6.....7...9..9.......66..3.7..84.3...8.97.6.2.1.3..2...4..,25,38,17,2,0,0,1,1,2,Expert,
3..26..1...4.......6..15.9...16...35....7....54...87...1.85..6.......3...2..46..9,27,41,11,3,2,2,0,2,0,Expert,
...32....96..5...7......6.1....43....2..984....8...7...5..6...4.81.....6..2....7.,24,40,16,2,1,1,0,1,0,Expert,
8...9.7...4.......3.2...6.4..13.....9...47...6.75...2....91...2..5.....7.....4..6,24,43,13,4,0,1,0,1,6,Expert,
...8...7.3...96...6.25.....79...8.4..6.....1..4.2...69.....37.4...47...8.3...2...,26,36,17,1,1,1,1,2,2,Expert,
....1.2.3.3.8..4...7...6.9...96..3...8......4..29..7...4...3.2..2.5..8......2.6.5,26,43,10,1,0,2,0,2,4,Expert,
...5.62...4..8..5..29..76..1......7.....7.1..26...1...7..9...64........3.98...7.2,26,38,15,1,0,6,1,2,2,Expert,
42.....91..8...7.....8.9....8.174.6..4.....7.5...6...9..1...9.....932...8.9...3.5,27,37,16,0,0,1,0,1,2,Expert,
129..4........2..8..3.9...1....2..7.6.8...9.5....4..1...6.3...2.....6..9572..9...,26,35,19,1,0,5,0,1,0,Expert,
4......2.1...3..9..6..1.7....95...7.....6....8..9.2...3.7...6.8.......5....4..1..,22,44,14,2,1,0,1,1,6,Expert,
...49.3.8.8.5..4....5.3...9.52.....6...1......37.....1..9.8...2.2.9..6.....27.1.5,27,41,12,0,0,1,0,1,2,Expert,
..3.....1.872.9.3.....4.9........69..1.....4..5..82.7..3........98.7..6...68....7,25,39,16,1,0,0,1,1,2,Expert,
...281...2..5.3..9.5.....8....1.8.....7...6...35...91...96478..76.....95..3.1.7..,29,46,5,1,0,3,0,1,6,Expert,
6..35..7....8..93.....9...6..2....9376..2..1559....2..4...1.....85..9....2..35..1,29,38,13,0,0,0,1,1,0,Expert,
3...6..814.....6...9..81.....58.7...1.8.9.7.5...6.52.....25..4...4.....353..4...2,29,39,12,0,0,0,0,1,2,Expert,
1..8.6..7.92...48..7..9..5.3.5.7.8.4.6..5..9....1.8......549.....7.8.5...........,27,38,15,1,0,1,1,1,2,Expert,
....4......3.278...9......6....3..9.1.....23.3.41.2.5....4......81...4..7.6..5..1,25,36,19,1,0,2,0,1,0,Expert,
...5.392..93..2......7....3.673..1..1......4..496..5.....8....1.51..4......1.945.,28,40,11,1,0,2,0,2,14,Expert,
3.1...2.8..64.73...4..3..7.1..784..3..8.9.1.............3...5...5..4..3..2.573.1.,29,41,9,5,4,3,4,2,10,Expert,
.1......862.4.8....89....5..68..5.73...9.3...74.8..59..3....78....6.4.322......4.,30,44,5,0,0,0,0,2,0,Expert,
..6.5...41.3..8.9..4......86.72..4.9.9.3...674.56..1.3.7......69.4..6.7...8.7...1,32,34,14,0,0,1,0,1,0,Expert,
8.......19..2.3..5.6.1.4.3...........1.3.8.5.27..5..4872.4.6.83..........9..7..2.,28,39,11,2,0,4,1,3,2,Expert,
7......61......9....8.3.5....7.641....42.8....6......75.24....889.5....3.........,24,48,8,3,0,4,2,1,0,Expert,
...6.84...65...72..4.3....8...2.....3....9.8......3.457.8.1..........19..1..24...,25,45,10,2,1,2,0,1,18,Expert,
.6.9.71..4...6..8...9...2.....5...4.5..6.8..1.3...4.....3...6...7..1...8..12.6.9.,26,43,9,3,0,1,1,3,14,Expert,
1....2..7.2.7...4...43.91..3.5...61.....8.....62...4.8..74.39...4...7.6.2..1....4,29,33,16,0,0,2,0,3,4,Expert,
2.3...9..58...6.3....83.....5....1..198..2......9..6....5.....3.4.58.......364..9,26,35,18,2,1,3,0,2,0,Expert,
..5617......2...65..1....4..1.......3..56..2.4.......92.....391....98........65..,24,36,20,1,1,1,1,1,2,Expert,
28..6......4..97.8.57..3......9....6.1..3..7.9....7......8..69.5.13..4......1..35,27,36,16,3,0,1,1,2,0,Expert,
9...4........829.....3...1.69.7..182.........3..1...6.28......6.3..6.....5...479.,25,34,21,1,1,1,0,1,2,Expert,
6.25....7.8...943..4......5.3.8.7..6....6....5..2.4.8.9......7..273...5.4....21.8,29,39,12,1,1,0,1,1,0,Expert,
.....8.32.4..731...7.9...8..6..5..2.1..7.48...3.......3......56.........9..86...1,25,36,17,2,0,0,0,3,2,Expert,
7.6.3.....3.6..7.2..28...3..2...4...9...2...4...1...5..6...89..3.9..2.1.....7.6.8,27,33,17,1,0,0,0,4,2,Expert,
....2..59.....4.3....1..47.9.....32.4.32.91.8.82.....4.64..8....9.4.....85..6....,28,44,5,5,0,0,0,4,2,Expert,
23.5.....5......74.87.63......8.2.1.7.......2...6.9.3..78.16...1......6365.7.....,28,40,11,1,2,7,0,2,2,Expert,
.41....26.7...2...9....3........741....469....238........2....5...7...8.58....76.,25,35,19,1,1,2,2,2,4,Expert,
65...1.3........7.8..3...4...5.37......1...97...9.6.8.....25.....9.1.45...4......,24,38,18,2,0,2,2,1,2,Expert,
4.......8..21.45...83...71.1..2.8..9..8...1....65.98......7.....5.....8..1.642.7.,28,43,9,1,0,0,0,1,0,Expert,
....3.2...52.....364...5....2.9.7.5.7.....9.6.9..1...7...78...2....5..7.4.....63.,26,33,21,0,0,2,2,1,0,Expert,
.4.2.6.5.9...47..6...35....46....5.2.18...39.7.5....81....61...5..73...8.7.5.2.4.,32,42,6,0,0,1,0,1,2,Expert,
.........5.....21..6.795.........7.4..3.5...........92.4...6...7.62.3...2.......9,21,39,18,1,1,3,5,3,6,Expert,
2....1.....5.....817.42........1.93.34.2.8.16.51.3........87.938.....4.....1....7,28,35,17,3,0,1,1,1,6,Expert,
7.5...8.9..36.94...9.....3..........47.2.5.832...1...7.1..3..7...87.16.....5.2...,28,39,13,1,1,3,2,1,0,Expert,
..3.9.1....92.46..8...3...2.281.946...1...7....5...2....2.5.8....48129...........,28,34,18,1,0,0,0,1,0,Expert,
65...4..1.3...7..8....9.2....41..8.........4..9.3.25........9.2.....3...9..5.6.14,25,45,9,3,1,2,1,2,4,Expert,
.59...2...1..6..39...7.......45.13.2...........63.78.5...8......2..1..78.48...6..,26,40,13,2,1,1,0,2,0,Expert,
......4.8...2.89.3.9..36...5...9....7.1.5.2..8...7.....4..29......1.76.2......1.9,26,49,5,1,0,0,0,1,0,Expert,
....2..4...5...3.739.....6...1.....6.8.74.5......5....17.26..5..59..8........1..8,25,46,9,0,1,5,0,1,2,Expert,
..735.2.....4.....4....9..8.1..7..........58......341.79..2.........7.6.1..5..3.2,24,38,18,5,0,0,0,1,0,Expert,
.....356..2.9....3...46..894......9.9..812..4.6......869..75...2....4.5..582.....,29,28,23,0,0,0,0,1,0,Expert,
..9....6.....9.1...12....755....13.8........632..6.7....65........4.7...2.1..35..,25,41,12,2,0,3,1,3,10,Expert,
..3629.....8...........4.328.2.9...41..2.5..85...7.9.169.3...........2.....4681..,28,38,14,1,0,3,0,1,2,Expert,
8.....235.4...8.6...6.5....4.8..2.......3..5.6.9..5.....7.6.....1...3.2.2.....498,26,47,6,1,0,1,1,2,2,Expert,
